,User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
17633,209174,0451203895,8,4 Blondes,Candace Bushnell,2002,Signet Book
17634,209174,014200023X,9,A Heart of Stone,Renate Dorrestein,2002,Penguin Books
17635,209174,0060929790,7,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998,Perennial
17636,126736,0743444051,4,CSI: Sin City,Max Allan Collins,2002,Pocket
17637,126736,0345391055,6,Disclosure,Michael Crichton,1994,Ballantine Books
17638,126736,034540761X,5,The Final Judgment,Richard North Patterson,1997,Ballantine Books
17639,126736,0439064872,5,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic
17640,126736,044021145X,6,The Firm,John Grisham,1992,Bantam Dell Publishing Group
17641,126736,0671673688,3,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket
17642,126736,0553572997,5,The Alienist,Caleb Carr,1995,Bantam Books
17643,126736,0345404114,5,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
17644,126736,0399146253,7,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group
17645,126736,0399143947,6,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group
17646,126736,0020442408,5,Prince Caspian,C. S. Lewis,1970,MacMillan Publishing Company.
17647,68984,0515130389,7,Carolina Moon,Nora Roberts,2001,Jove Books
17648,68984,0842329269,9,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000,Tyndale House Publishers
17649,68984,1578561256,8,Bad Girls of the Bible and What We Can Learn from Them,Liz Curtis Higgs,1999,Waterbrook Press
17650,261603,034540288X,8,The Lost World,Michael Crichton,1996,Ballantine Books
17651,261603,0590425919,5,White Fang,Jack London,1989,Apple Classics (Scholastic)
17652,261603,0812513738,10,"The Shadow Rising (The Wheel of Time, Book 4)",Robert Jordan,1993,Tor Fantasy
17653,261603,081257558X,10,"Winter's Heart (The Wheel of Time, Book 9)",Robert Jordan,2002,Tor Books
17654,261603,0812513711,10,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1992,Tor Fantasy
17655,261603,0812507436,8,"People of the River (The First North Americans series, Book 4)",W. Michael Gear,1993,Tor Books
17656,105058,034540288X,7,The Lost World,Michael Crichton,1996,Ballantine Books
17657,105058,0446609404,8,Cradle and All,James Patterson,2001,Warner Vision
17658,105058,0385311400,9,Drums of Autumn,DIANA GABALDON,1996,Delacorte Press
17659,105058,0517122707,9,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company
17660,105058,0671024094,5,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books
17661,34588,034540288X,7,The Lost World,Michael Crichton,1996,Ballantine Books
17662,34588,034538475X,8,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
17663,34588,0140254544,10,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books
17664,34588,068419337X,9,SHIPPING NEWS,Annie Proulx,1993,Scribner
17665,34588,0515133639,9,The Absence of Nectar,Kathy Hepinstall,2002,Jove Books
17666,34588,1878448900,10,Girl in Hyacinth Blue,Susan Vreeland,1999,MacAdam/Cage Publishing
17667,208829,0385722206,6,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor
17668,208829,0440213525,10,The Client,John Grisham,1994,Dell Publishing Company
17669,208829,0060512822,8,The Poisonwood Bible,Barbara Kingsolver,2003,HarperTorch
17670,208829,0385497466,10,The Brethren,JOHN GRISHAM,2000,Doubleday
17671,208829,0440180295,5,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel
17672,208829,0380731851,9,Mystic River,Dennis Lehane,2002,HarperTorch
17673,208829,0385511612,6,Bleachers,John Grisham,2003,Doubleday
17674,208829,0380710722,7,It's Always Something,Gilda Radner,1990,Avon
17675,208829,0688177743,8,Keeping Faith : A Novel,Jodi Picoult,2000,Perennial
17676,208829,0688174035,9,More Than You Know: A Novel,Beth Gutcheon,2000,William Morrow &amp; Company
17677,208829,0385472951,10,The Partner,John Grisham,1997,Doubleday Books
17678,208829,0679435212,8,Crooked Little Heart,Anne Lamott,1997,Pantheon Books
17679,263325,0385722206,8,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor
17680,263325,0440206154,8,Red Dragon,Thomas Harris,2000,Dell Publishing Company
17681,263325,0486264645,9,Heart of Darkness (Dover Thrift Editions),Joseph Conrad,1990,Dover Publications
17682,263325,0060929790,9,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998,Perennial
17683,245371,0385722206,9,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor
17684,245371,0804106304,9,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
17685,245371,044021145X,8,The Firm,John Grisham,1992,Bantam Dell Publishing Group
17686,245371,0679772677,7,A Civil Action,JONATHAN HARR,1996,Vintage
17687,212142,0385503857,10,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese
17688,212142,0449911357,8,Fried Green Tomatoes at the Whistle Stop Cafe (Ballantine Reader's Circle),Fannie Flagg,1997,Ballantine Books
17689,259260,0515122408,9,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books
17690,259260,0142001740,10,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
17691,259260,0515127396,9,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books
17692,259260,055356773X,9,The Cereal Murders,Diane Mott Davidson,1994,Crimeline
17693,259260,0553574663,9,The Grilling Season,Diane Mott Davidson,1998,Bantam Books
17694,259260,0515122564,6,The Echo,Minette Walters,1998,Jove Books
17695,85993,0425132048,10,Eyes of Prey,John Sandford,2004,Berkley Publishing Group
17696,85993,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic
17697,85993,0393050939,7,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003,W. W. Norton &amp; Company
17698,85993,0670880728,5,Bridget Jones's Diary,Helen Fielding,1998,Viking Books
17699,85993,074320607X,10,"Nighttime Is My Time (Clark, Mary Higgins)",Mary Higgins Clark,2004,Simon &amp; Schuster
17700,85993,0425121631,10,Rules of Prey,John Sandford,1992,Berkley Publishing Group
17701,85993,0553803409,10,"Firestorm (Johansen, Iris)",IRIS JOHANSEN,2004,Bantam
17702,85993,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
17703,85993,0425153975,10,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
17704,85993,0316710571,10,Sam's Letters to Jennifer,James Patterson,2004,"Little, Brown"
17705,85993,0399143165,9,Toxin,Robin Cook,1998,Putnam Pub Group
17706,85993,0446516317,10,The Witness,Sandra Brown,1995,Replica Books
17707,11224,0440224764,7,The Partner,John Grisham,1998,Dell Publishing Company
17708,11224,0061000043,5,A Thief of Time (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch
17709,11224,0743486226,7,Angels &amp; Demons,Dan Brown,2003,Atria
17710,11224,0971880107,1,Wild Animus,Rich Shapero,2004,Too Far
17711,11224,0452260116,2,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books
17712,53614,0440224764,10,The Partner,John Grisham,1998,Dell Publishing Company
17713,53614,0671014919,7,My Gal Sunday,Mary Higgins Clark,2003,Pocket
17714,53614,044022165X,8,The Rainmaker,JOHN GRISHAM,1996,Dell
17715,53614,0743211375,7,From a Buick 8 : A Novel,Stephen King,2002,Scribner
17716,53614,0679751521,9,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA
17717,53614,0440220602,10,The Chamber,John Grisham,1995,Dell Publishing Company
17718,53614,038082101X,10,Daughter of Fortune: A Novel,Isabel Allende,2001,HarperTorch
17719,223644,0440224764,10,The Partner,John Grisham,1998,Dell Publishing Company
17720,223644,0446609323,6,Black Friday,James Patterson,1989,Warner Vision
17721,223644,0064471063,10,The Horse and His Boy,C. S. Lewis,1994,HarperCollins
17722,223644,0345361792,5,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
17723,223644,0446608815,8,Pop Goes the Weasel,James Patterson,2000,Warner Vision
17724,223644,0446606189,8,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books
17725,106225,0743418174,8,Good in Bed,Jennifer Weiner,2002,Washington Square Press
17726,106225,1573229571,8,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
17727,106225,0684853949,7,The Man Who Mistook His Wife For A Hat : And Other Clinical Tales,Oliver Sacks,1998,Touchstone
17728,106225,044023722X,9,A Painted House,John Grisham,2001,Dell Publishing Company
17729,106225,0316969443,7,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown"
17730,106225,0375506039,7,Open House,Elizabeth Berg,2000,Random House Trade
17731,106225,0316284955,8,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books
17732,106225,0345317580,7,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books
17733,106225,0836220498,8,Night Of Crash-Test Dummies,Gary Larson,1988,Andrews McMeel Publishing
17734,106225,0786866586,5,Shopgirl : A Novella,Steve Martin,2000,Hyperion Press
17735,106225,0836213319,10,Dilbert: A Book of Postcards,Scott Adams,1996,Andrews McMeel Pub
17736,106225,0440221420,10,No Witnesses: A Novel,Ridley Pearson,1996,Island
17737,224249,0743418174,9,Good in Bed,Jennifer Weiner,2002,Washington Square Press
17738,224249,0440214114,6,Mixed Blessings,DANIELLE STEEL,1993,Dell
17739,224249,014025448X,6,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
17740,224249,0553375407,10,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,Bantam
17741,224249,0812967240,9,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002,Villard
17742,135045,0345384350,7,Icebound,Dean R. Koontz,1995,Ballantine Books
17743,135045,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
17744,135045,0345370775,9,Jurassic Park,Michael Crichton,1999,Ballantine Books
17745,135045,0553569783,7,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam
17746,135045,0740704818,10,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing
17747,135045,0440206154,8,Red Dragon,Thomas Harris,2000,Dell Publishing Company
17748,135045,044021145X,8,The Firm,John Grisham,1992,Bantam Dell Publishing Group
17749,135045,0060502258,9,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
17750,135045,0671741039,9,Swan Song,Robert McCammon,1987,Pocket
17751,135045,1550223968,9,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,Independent Pub Group
17752,135045,0440222656,9,The Horse Whisperer,Nicholas Evans,1996,Dell
17753,135045,0446604658,8,Lucky You,Carl Hiaasen,1998,Warner Vision
17754,135045,0425121259,8,The Servants of Twilight,Dean R. Koontz,1996,Berkley Publishing Group
17755,135045,0440224624,8,The Loop,Nicholas Evans,1999,Dell Publishing Company
17756,135045,0316168688,9,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown"
17757,135045,0843951036,8,No Sanctuary,Richard Laymon,2003,Leisure Books
17758,218552,0446612790,7,2nd Chance,James Patterson,2003,Warner Vision
17759,218552,0671021001,5,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
17760,218552,0440211727,6,A Time to Kill,JOHN GRISHAM,1992,Dell
17761,218552,0671011367,9,Deja Dead,Kathy Reichs,1998,Pocket
17762,218552,0385315546,5,Drinking : A Love Story,CAROLINE KNAPP,1997,Delta
17763,218552,0060928336,5,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
17764,218552,0345339703,5,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey
17765,218552,0679459626,5,Flesh and Blood,Jonathan Kellerman,2001,Random House
17766,218552,0671027360,8,Angels &amp; Demons,Dan Brown,2001,Pocket Star
17767,218552,0446527165,7,Wish You Well,David Baldacci,2000,Warner Books
17768,218552,0553375407,5,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,Bantam
17769,218552,0374199698,4,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux"
17770,218552,0310209307,4,The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,Lee Strobel,1998,Zondervan Publishing Company
17771,218552,067168390X,8,Lonesome Dove,Larry McMurtry,1988,Pocket
17772,218552,0553268929,7,The Great Santini,Pat Conroy,1987,Bantam Books
17773,218552,051512219X,4,Small Town Girl,Lavyrle Spencer,1998,Jove Books
17774,218552,0898157803,6,Menopaws: The Silent Meow,Martha Sacks,1995,Ten Speed Press
17775,218552,0515121843,6,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
17776,218552,044651747X,5,Puerto Vallarta Squeeze,Robert James Waller,1995,Warner Books
17777,218552,0316603287,4,The Lake House,James Patterson,2003,"Little, Brown"
17778,129084,0553287893,9,Rendezvous with Rama,Arthur C. Clarke,1990,Bantam
17779,129084,0142001740,10,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
17780,129084,0515116750,8,Born in Ice,Nora Roberts,1996,Berkley Publishing Group
17781,207259,0345391055,8,Disclosure,Michael Crichton,1994,Ballantine Books
17782,207259,042517736X,7,Abduction,Robin Cook,2000,Berkley Publishing Group
17783,207259,006101351X,5,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch
17784,207259,042510107X,7,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group
17785,207259,0446606324,5,The Winner,David Baldacci,1998,Warner Vision
17786,207259,080410753X,5,The Kitchen God's Wife,Amy Tan,1992,Ivy Books
17787,207259,0425170349,5,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group
17788,207259,0446607207,8,Tell Me Your Dreams,Sidney Sheldon,1999,Warner Vision
17789,123544,0345391055,1,Disclosure,Michael Crichton,1994,Ballantine Books
17790,123544,0345353145,8,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
17791,123544,0345354621,8,The Terminal Man,Michael Crichton,1988,Ballantine Books
17792,123544,0553273914,6,The House of the Spirits,Isabel Allende,1986,Bantam Books
17793,123544,0671742493,8,Delta Of Venus,Anais Nin,1991,Pocket
17794,86720,0380765462,6,Tombstone Courage: A Joanna Brady Mystery,J.A. Jance,1995,Avon
17795,86720,0060502258,6,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
17796,86720,0553578693,8,The Next Accident,LISA GARDNER,2002,Bantam
17797,86720,0345460359,8,Drowning Ruth,CHRISTINA SCHWARZ,2003,Ballantine Books
17798,20180,0425105334,10,The Talisman,Stephen King,1991,Berkley Publishing Group
17799,20180,0345439104,8,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books
17800,20180,0060502258,8,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
17801,20180,0451186362,8,Rose Madder,Stephen King,2004,Signet Book
17802,20180,1573225789,10,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books
17803,20180,0449219364,8,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
17804,93453,0345439104,9,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books
17805,93453,0446605484,8,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
17806,93453,0373218540,7,Dangerous,Nora Roberts,2002,Silhouette
17807,93453,0385336314,9,Dating Game,Danielle Steel,2003,Delacorte Press
17808,264031,0345435168,9,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
17809,264031,0142000205,9,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
17810,264031,1931561648,10,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,2003,MacAdam/Cage Publishing
17811,264031,0671016652,9,Three Wishes,Barbara Delinsky,1998,Pocket
17812,264031,0373484410,9,Time And Again,Nora Roberts,2001,Silhouette
17813,264031,1573225126,8,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,1997,Riverhead Books
17814,144318,0440170842,8,Punish the Sinners,John Saul,1990,Dell
17815,144318,0553279912,8,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam
17816,144318,0553582127,9,The Search,Iris Johansen,2001,Bantam Books
17817,144318,0312983867,9,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
17818,144318,0515126772,8,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books
17819,144318,1551666022,9,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber,2000,Mira
17820,144318,0553571818,8,Long After Midnight,IRIS JOHANSEN,1997,Bantam
17821,144318,0316899984,8,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company
17822,144318,0743448642,9,Whispers and Lies,Joy Fielding,2003,Pocket Books
17823,229313,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books
17824,229313,0671003755,10,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
17825,229313,0451527747,10,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,2000,Signet Classics
17826,229313,0767905180,9,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books
17827,229313,0684848783,10,Tis : A Memoir,Frank McCourt,1999,Scribner
17828,229313,0446607711,5,The Simple Truth,David Baldacci,1999,Warner Books
17829,229313,0385333412,8,Dating Big Bird,Laura Zigman,2001,Delta
17830,266840,0345313860,9,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books
17831,266840,0140185216,10,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper)
17832,266840,0375401598,7,Pandora : New Tales of the Vampires,ANNE RICE,1998,Knopf
17833,266840,0060987049,8,Microserfs,Douglas Coupland,1996,Regan Books
17834,266840,0375401601,8,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,1999,Alfred A. Knopf
17835,136491,0345313860,9,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books
17836,136491,0451191137,9,Anthem,Ayn Rand,1996,Signet Book
17837,136491,0440211727,10,A Time to Kill,JOHN GRISHAM,1992,Dell
17838,136491,0375700757,8,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage
17839,136491,043935806X,9,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
17840,136491,1400060737,10,The Birth of Venus,Sarah Dunant,2004,Random House
17841,136491,0618129030,9,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,2001,Houghton Mifflin Company
17842,105054,0590353403,10,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic
17843,105054,0440206154,7,Red Dragon,Thomas Harris,2000,Dell Publishing Company
17844,105054,0440226430,8,Summer Sisters,Judy Blume,1999,Dell Publishing Company
17845,105054,0064471071,7,The Voyage of the Dawn Treader (rack) (Narnia),C. S. Lewis,1994,HarperCollins
17846,105054,0671739441,8,MINE : MINE,Robert McCammon,1991,Pocket
17847,105054,0553262645,6,Nathaniel,John Saul,1984,Bantam Books
17848,263877,0671021001,9,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
17849,263877,1551668246,6,Perfect Evil (Maggie O'Dell Novels (Paperback)),Alex Kava,2001,Mira
17850,263877,0061013315,8,The Eleventh Commandment,Jeffrey Archer,1999,HarperTorch
17851,263877,0446353957,6,Mirror Image,Sandra Brown,1990,Warner Books
17852,56554,0671021001,7,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
17853,56554,0425155722,7,The Fool's Run,John Sandford,2004,Berkley Publishing Group
17854,56554,0060090367,10,Watermelon,Marian Keyes,2002,Perennial
17855,56554,0425107469,9,Watchers,Dean R. Koontz,1996,Berkley Publishing Group
17856,56554,0140293248,6,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books
17857,56554,0345453387,9,Dog Handling,CLARE NAYLOR,2002,Ballantine Books
17858,56554,0553802496,9,Odd Thomas,Dean Koontz,2003,Bantam
17859,56554,0399143947,9,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group
17860,56554,0385335830,9,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta
17861,56554,0142000892,10,Miss Julia Takes over,Ann B. Ross,2002,Penguin Books
17862,56554,0373250479,9,Slightly Settled (Red Dress Ink),Wendy Markham,2004,Red Dress Ink
17863,221732,0671021001,6,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
17864,221732,0380816547,7,Island of the Sequined Love Nun,Christopher Moore,2000,Perennial
17865,221732,006102063X,8,Moving Pictures (Discworld Novels (Paperback)),Terry Pratchett,2002,HarperTorch
17866,221732,0441008615,10,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,2001,Ace Books
17867,221732,0446605484,7,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
17868,221732,0380750872,7,Secret Fire,Johanna Lindsey,1987,Avon
17869,221732,0061054895,8,Soul Music (Discworld Novels (Paperback)),Terry Pratchett,1995,HarperTorch
17870,221732,0446606383,8,The Midnight Club,James Patterson,1999,Warner Vision
17871,221732,0812533054,8,"Seventh Son (Tales of Alvin Maker, Book 1)",Orson Scott Card,1993,Tor Fantasy
17872,60263,0345342968,9,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
17873,60263,0553293354,10,Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1991,Spectra
17874,60263,0380804557,8,Stardust,Neil Gaiman,2003,Avon
17875,114444,0345342968,10,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
17876,114444,0553348981,10,Jitterbug Perfume,TOM ROBBINS,1990,Bantam
17877,114444,0425101452,8,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group
17878,114444,0425118703,8,Midnight,Dean R. Koontz,1995,Berkley Publishing Group
17879,114444,0451160525,9,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library
17880,114444,0425127583,7,The Mask,Dean R. Koontz,1989,Berkley Publishing Group
17881,273979,0375727345,6,House of Sand and Fog,Andre Dubus III,2000,Vintage Books
17882,273979,1559029838,9,Call of the Wild,Jack London,0,Selldowns/no More Orders
17883,273979,0525946284,9,Jackdaws,Ken Follett,2001,Dutton Books
17884,273979,0452283795,7,Wanderlust,Chris Dyer,2003,Plume Books
17885,273979,0671039741,9,Salem's Lot,Stephen King,1999,Pocket
17886,273979,0805036377,5,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1996,Henry Holt &amp; Company
17887,273979,0312287364,9,Feeling Sorry for Celia : A Novel,Jaclyn Moriarty,2002,St. Martin's Griffin
17888,273979,0064400085,9,These Happy Golden Years (Little House),Laura Ingalls Wilder,1953,HarperTrophy
17889,16106,042518336X,10,American Fuji,Sara Backer,2002,Berkley Publishing Group
17890,16106,0375707972,9,The Reader,Bernhard Schlink,1999,Vintage Books USA
17891,16106,0156028778,9,The Crimson Petal and the White,Michel Faber,2003,Harvest Books
17892,16106,0812968379,10,Funny in Farsi : A Memoir of Growing Up Iranian in America,FIROOZEH DUMAS,2004,Random House Trade Paperbacks
17893,16106,034541389X,7,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
17894,271558,0452282829,8,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume
17895,271558,043936213X,9,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic
17896,271558,0380718340,7,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon
17897,271558,0446607711,6,The Simple Truth,David Baldacci,1999,Warner Books
17898,271558,0425172996,5,Vector,Robin Cook,2000,Berkley Publishing Group
17899,271558,055329170X,7,Time Bomb (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1991,Bantam Books
17900,165308,006016848X,10,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers
17901,165308,080411918X,5,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books
17902,165308,0525946829,6,Quentins,Maeve Binchy,2002,Dutton Books
17903,165308,0515121843,6,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
17904,165308,081296683X,8,Girls' Poker Night: A Novel,Jill Davis,2003,Random House Trade
17905,27617,0553296981,10,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
17906,27617,0451160525,10,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library
17907,27617,0743211375,10,From a Buick 8 : A Novel,Stephen King,2002,Scribner
17908,27617,0670839531,10,Needful Things: The Last Castle Rock Story,Stephen King,1991,Viking Books
17909,27617,0451190572,10,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996,Signet Book
17910,27617,0890438439,7,How to Clean Practically Anything,Edward Kipel,1996,Consumer Reports Books
17911,27617,0452279178,10,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1997,Plume Books
17912,245295,0553296981,10,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
17913,245295,0345361792,5,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
17914,245295,0553211668,10,Candide (Candide),Francois M. Voltaire,1984,Bantam
17915,245295,0349101779,10,The Wasp Factory,Iain Banks,0,Abacus
17916,245295,0394498216,7,Interview with the Vampire : Anniversary edition,ANNE RICE,1976,Knopf
17917,245295,0679735771,6,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA
17918,232106,0553802488,9,The Face,DEAN KOONTZ,2003,Bantam
17919,232106,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday
17920,232106,0345339738,10,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey
17921,184401,0060927240,6,"Rule of the Bone : Novel, A",Russell Banks,1996,Perennial
17922,184401,0671014919,3,My Gal Sunday,Mary Higgins Clark,2003,Pocket
17923,184401,0517122707,7,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company
17924,184401,0515136557,6,The Cat Who Brought Down the House,Lilian Jackson Braun,2004,Jove Books
17925,184401,0399149325,6,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons
17926,184401,0865471185,10,West With the Night,Beryl Markham,1983,North Point Press
17927,52011,0345403959,6,Belgarath the Sorcerer,David Eddings,1996,Del Rey Books
17928,6563,1400031346,8,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
17929,6563,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
17930,6563,0786881852,8,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
17931,6563,0425155722,8,The Fool's Run,John Sandford,2004,Berkley Publishing Group
